"_id",title,singer,like,img
5f100d94ba857ecae0ac7843,How You Like That,BLACKPINK,113791,https://cdnimg.melon.co.kr/cm2/album/images/104/51/566/10451566_20200626114914_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7844,Summer Hate (Feat. 비),지코 (ZICO),63280,https://cdnimg.melon.co.kr/cm2/album/images/104/53/701/10453701_20200701151802_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7845,마리아 (Maria),화사 (Hwa Sa),65487,https://cdnimg.melon.co.kr/cm2/album/images/104/52/351/10452351_20200629152036_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7846,Downtown Baby,블루 (BLOO),153449,https://cdnimg.melon.co.kr/cm/album/images/101/17/789/10117789_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7847,여름 안에서 (Covered By 싹쓰리) (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)",49420,https://cdnimg.melon.co.kr/cm2/album/images/104/59/197/10459197_20200713094850_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7848,에잇(Prod.&Feat. SUGA of BTS),아이유,295179,https://cdnimg.melon.co.kr/cm2/album/images/104/26/648/10426648_20200506153340_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7849,보라빛 밤 (pporappippam),선미,50405,https://cdnimg.melon.co.kr/cm2/album/images/104/52/354/10452354_20200629152048_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac784a,아로하,조정석,180655,https://cdnimg.melon.co.kr/cm2/album/images/104/09/054/10409054_20200326163459_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac784b,사랑하게 될 줄 알았어,전미도,107605,https://cdnimg.melon.co.kr/cm2/album/images/104/33/754/10433754_20200521162928_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac784c,살짝 설렜어 (Nonstop),오마이걸,136134,https://cdnimg.melon.co.kr/cm2/album/images/104/23/289/10423289_20200427153909_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac784d,Into the I-LAND,아이유,81530,https://cdnimg.melon.co.kr/cm2/album/images/104/47/670/10447670_20200619160619_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac784e,Dolphin,오마이걸,100350,https://cdnimg.melon.co.kr/cm2/album/images/104/23/289/10423289_20200427153909_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac784f,Dance Monkey,Tones And I,108155,https://cdnimg.melon.co.kr/cm2/album/images/103/16/394/10316394_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7850,Memories,Maroon 5,114308,https://cdnimg.melon.co.kr/cm2/album/images/103/30/593/10330593_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7851,MORE & MORE,TWICE (트와이스),66528,https://cdnimg.melon.co.kr/cm2/album/images/104/37/786/10437786_20200601141555_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7852,어떻게 지내 (Prod. By VAN.C),오반,86842,https://cdnimg.melon.co.kr/cm2/album/images/103/99/190/10399190_20200305151138_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7853,Monster,레드벨벳-아이린&슬기,52830,https://cdnimg.melon.co.kr/cm2/album/images/104/56/112/10456112_20200706152509_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7854,METEOR,창모 (CHANGMO),221633,https://cdnimg.melon.co.kr/cm2/album/images/103/59/162/10359162_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7855,Don't Start Now,Dua Lipa,100454,https://cdnimg.melon.co.kr/cm2/album/images/103/45/880/10345880_20200326181909_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7856,아무노래,지코 (ZICO),240560,https://cdnimg.melon.co.kr/cm2/album/images/103/75/118/10375118_20200113150502_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7857,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,141023,https://cdnimg.melon.co.kr/cm2/album/images/104/27/559/10427559_20200513160836_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7858,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,248863,https://cdnimg.melon.co.kr/cm2/album/images/103/20/500/10320500_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7859,좋은 사람 있으면 소개시켜줘,조이 (JOY),88177,https://cdnimg.melon.co.kr/cm2/album/images/104/05/712/10405712_20200320102711_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac785a,Blueming,아이유,249893,https://cdnimg.melon.co.kr/cm2/album/images/103/46/650/10346650_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac785b,처음처럼,엠씨더맥스 (M.C the MAX),87203,https://cdnimg.melon.co.kr/cm2/album/images/104/08/131/10408131_20200325151939_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac785c,시작,가호 (Gaho),179563,https://cdnimg.melon.co.kr/cm2/album/images/103/81/712/10381712_20200131110358_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac785d,PLAY (Feat. 창모),청하,25275,https://cdnimg.melon.co.kr/cm2/album/images/104/56/137/10456137_20200706153246_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac785e,깡 Official Remix,식케이 (Sik-K),66710,https://cdnimg.melon.co.kr/cm2/album/images/104/39/549/10439549_20200604115329_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac785f,2002,Anne-Marie,14392,https://cdnimg.melon.co.kr/cm/album/images/101/37/250/10137250_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7860,늦은 밤 너의 집 앞 골목길에서,노을,329432,https://cdnimg.melon.co.kr/cm2/album/images/103/48/811/10348811_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7861,OHIO,Crush,56680,https://cdnimg.melon.co.kr/cm2/album/images/104/60/515/10460515_20200714145650_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7862,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),149563,https://cdnimg.melon.co.kr/cm2/album/images/104/44/798/10444798_20200615163827_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7863,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악동뮤지션),294566,https://cdnimg.melon.co.kr/cm2/album/images/103/31/947/10331947_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7864,ON,방탄소년단,234462,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7865,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,382200,https://cdnimg.melon.co.kr/cm/album/images/102/73/641/10273641_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7866,"너에게 난, 나에게 넌",미도와 파라솔,57394,https://cdnimg.melon.co.kr/cm2/album/images/104/36/942/10436942_20200528174019_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7867,마음을 드려요,아이유,157584,https://cdnimg.melon.co.kr/cm2/album/images/103/88/744/10388744_20200214175740_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7868,화려하지 않은 고백,규현 (KYUHYUN),50665,https://cdnimg.melon.co.kr/cm2/album/images/104/12/335/10412335_20200403104545_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7869,Psycho,Red Velvet (레드벨벳),205481,https://cdnimg.melon.co.kr/cm2/album/images/103/68/053/10368053_20191223155246_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac786a,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),192918,https://cdnimg.melon.co.kr/cm/album/images/102/94/603/10294603_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac786b,Left & Right,세븐틴,59484,https://cdnimg.melon.co.kr/cm2/album/images/104/47/505/10447505_20200622163157_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac786c,Maniac,Conan Gray,83117,https://cdnimg.melon.co.kr/cm2/album/images/103/43/276/10343276_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac786d,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,336086,https://cdnimg.melon.co.kr/cm/album/images/101/49/492/10149492_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac786e,이제 나만 믿어요,임영웅,76165,https://cdnimg.melon.co.kr/cm2/album/images/104/12/319/10412319_20200403103006_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac786f,덤더럼 (Dumhdurum),Apink (에이핑크),83791,https://cdnimg.melon.co.kr/cm2/album/images/104/16/723/10416723_20200413150943_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7870,그때 그 아인,김필,88709,https://cdnimg.melon.co.kr/cm2/album/images/103/88/581/10388581_20200214160016_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7871,어떻게 지내 (답가),런치,29448,https://cdnimg.melon.co.kr/cm2/album/images/104/40/301/10440301_20200605151837_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7872,첫 줄,신용재,169618,https://cdnimg.melon.co.kr/cm2/album/images/104/53/772/10453772_20200701154237_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7873,안녕,폴킴,14392,https://cdnimg.melon.co.kr/cm2/album/images/103/17/137/10317137_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7874,돌덩이,하현우 (국카스텐),20319,https://cdnimg.melon.co.kr/cm2/album/images/103/85/262/10385262_20200206141416_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7875,사랑은 지날수록 더욱 선명하게 남아,전상근,93814,https://cdnimg.melon.co.kr/cm2/album/images/104/40/381/10440381_20200605161232_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7876,Paris In The Rain,Lauv,216193,https://cdnimg.melon.co.kr/cm/album/images/102/09/752/10209752_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7877,그대 고운 내사랑,어반자카파,35207,https://cdnimg.melon.co.kr/cm2/album/images/104/15/229/10415229_20200409150906_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7878,AWay,정은지,5826,https://cdnimg.melon.co.kr/cm2/album/images/104/61/375/10461375_20200715152522_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7879,우리 왜 헤어져야 해,신예영,67576,https://cdnimg.melon.co.kr/cm2/album/images/103/53/881/10353881_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac787a,FIESTA,IZ*ONE (아이즈원),37945,https://cdnimg.melon.co.kr/cm2/album/images/103/89/281/10389281_20200217162236_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac787b,내 눈물 모아,휘인 (Whee In),105837,https://cdnimg.melon.co.kr/cm2/album/images/104/23/707/10423707_20200428120752_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac787c,거짓말이라도 해서 널 보고싶어,백지영,23880,https://cdnimg.melon.co.kr/cm2/album/images/104/60/544/10460544_20200714151651_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac787d,취했나봐,황인욱,105113,https://cdnimg.melon.co.kr/cm2/album/images/104/34/085/10434085_20200522112314_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac787e,불 좀 꺼줄래,오반,8505,https://cdnimg.melon.co.kr/cm2/album/images/104/60/739/10460739_20200714174642_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac787f,Candy,백현 (BAEKHYUN),51297,https://cdnimg.melon.co.kr/cm2/album/images/104/34/955/10434955_20200525154009_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7880,반만,진민호,129283,https://cdnimg.melon.co.kr/cm2/album/images/103/59/204/10359204_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7881,너를 사랑하고 있어,백현 (BAEKHYUN),258112,https://cdnimg.melon.co.kr/cm2/album/images/103/72/655/10372655_20200107151231_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7882,Love poem,아이유,4603,https://cdnimg.melon.co.kr/cm2/album/images/103/46/650/10346650_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7883,아직 너의 시간에 살아,이수현,13499,https://cdnimg.melon.co.kr/cm2/album/images/104/59/255/10459255_20200710162103_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7884,WANNABE,ITZY (있지),12460,https://cdnimg.melon.co.kr/cm2/album/images/104/00/522/10400522_20200309153009_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7885,오늘따라 비가 와서 그런가 봐,솔지,82935,https://cdnimg.melon.co.kr/cm2/album/images/104/58/463/10458463_20200709151132_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7886,봄날,방탄소년단,485883,https://cdnimg.melon.co.kr/cm/album/images/100/37/969/10037969_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7887,00:00 (Zero O’Clock),방탄소년단,161133,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7888,Black Swan,방탄소년단,194129,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7889,Painkiller,Ruel,92868,https://cdnimg.melon.co.kr/cm/album/images/102/79/656/10279656_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac788a,찐이야,영탁,43812,https://cdnimg.melon.co.kr/cm2/album/images/104/02/513/10402513_20200313112215_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac788b,bad guy,Billie Eilish,230375,https://cdnimg.melon.co.kr/cm/album/images/102/67/565/10267565_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac788c,친구,방탄소년단,155658,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac788d,어느 60대 노부부이야기,임영웅,42314,https://cdnimg.melon.co.kr/cm2/album/images/103/91/899/10391899_20200221103027_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac788e,HIP,마마무 (Mamamoo),121823,https://cdnimg.melon.co.kr/cm2/album/images/103/51/886/10351886_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac788f,Error (Feat. Loopy),ASH ISLAND,26357,https://cdnimg.melon.co.kr/cm2/album/images/104/54/538/10454538_20200702150451_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7890,니가 왜 거기서 나와 (Narr. 고은아),영탁,39039,https://cdnimg.melon.co.kr/cm/album/images/102/14/084/10214084_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7891,너를 만나,폴킴,263255,https://cdnimg.melon.co.kr/cm/album/images/102/17/134/10217134_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7892,Happy,태연 (TAEYEON),48300,https://cdnimg.melon.co.kr/cm2/album/images/104/25/647/10425647_20200504145352_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7893,Stuck with U,Ariana Grande,74332,https://cdnimg.melon.co.kr/cm2/album/images/104/28/037/10428037_20200508132512_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7894,Filter,방탄소년단,8961,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7895,별이 온다,신용재,139368,https://cdnimg.melon.co.kr/cm2/album/images/104/53/772/10453772_20200701154237_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7896,Apple,여자친구 (GFRIEND),16518,https://cdnimg.melon.co.kr/cm2/album/images/104/59/845/10459845_20200713152520_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7897,시든 꽃에 물을 주듯,HYNN (박혜원),166084,https://cdnimg.melon.co.kr/cm/album/images/102/67/986/10267986_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7898,To Die For,Sam Smith,54972,https://cdnimg.melon.co.kr/cm2/album/images/103/87/838/10387838_20200213114909_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac7899,Moon,방탄소년단,59448,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac789a,12:45 (Stripped),Etham,137149,https://cdnimg.melon.co.kr/cm/album/images/102/35/362/10235362_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac789b,바램,임영웅,43583,https://cdnimg.melon.co.kr/cm2/album/images/103/77/157/10377157_20200117113740_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac789c,10억뷰 (Feat. MOON),세훈&찬열,256299,https://cdnimg.melon.co.kr/cm2/album/images/104/58/326/10458326_20200713155731_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac789d,우리 만남이,폴킴,51826,https://cdnimg.melon.co.kr/cm2/album/images/104/21/264/10421264_20200422152215_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac789e,비,폴킴,37107,https://cdnimg.melon.co.kr/cm/album/images/026/92/501/2692501_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac789f,아주 NICE,세븐틴,130846,https://cdnimg.melon.co.kr/cm/album/images/026/95/228/2695228_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a0,시차,방탄소년단,130044,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a1,We are Bulletproof : the Eternal,방탄소년단,98090,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a2,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),30030,https://cdnimg.melon.co.kr/cm2/album/images/104/22/586/10422586_20200424153114_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a3,조금 취했어 (Prod. 2soo),임재현,130658,https://cdnimg.melon.co.kr/cm2/album/images/103/31/499/10331499_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a4,Inner Child,방탄소년단,127616,https://cdnimg.melon.co.kr/cm2/album/images/103/77/346/10377346_20200221153622_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a5,포장마차,황인욱,108275,https://cdnimg.melon.co.kr/cm/album/images/102/98/014/10298014_500.jpg/melon/resize/120/quality/80/optimize
5f100d94ba857ecae0ac78a6,사랑이란 멜로는 없어,전상근,132023,https://cdnimg.melon.co.kr/cm2/album/images/103/26/710/10326710_500.jpg/melon/resize/120/quality/80/optimize
